측정일자,측정시간,지역,지역명,도로명,시작점,종점,기온 (℃),습도 (%),재비산먼지 평균농도(㎍/㎥),오염범례
2021-03-12,15:04,경기,김포시,양곡2로,경기도 김포시 양촌읍 양곡리 248-3 답,경기도 김포시 구래동 5419전,14.0,63.0,24,매우좋음
2021-03-12,9:54,경기,안산시 단원구,선부로,경기도 안산시단원구 선부동 1158-7도,경기도 안산시단원구 와동 268-1도,11.0,66.0,161,나쁨
2021-03-12,10:18,경기,안산시 단원구,지곡로,경기도 안산시단원구 선부동 1158-12도,경기도 안산시단원구 원곡동 993-1도,11.0,63.0,401,매우나쁨
2021-03-12,12:00,경기,광명시,금오로,경기도 광명시 옥길동 45-2도,경기도 광명시 옥길동 340-1도,14.0,47.0,833,매우나쁨
2021-03-12,12:10,서울,구로구,금오로,서울특별시 구로구 천왕동 278-3 도,서울특별시 구로구 천왕동 12-2도,14.0,49.0,103,보통
2021-03-12,12:40,서울,구로구,신도림로,서울특별시 구로구 신도림동 290-10 도,서울특별시 구로구 신도림동 312-16도,15.0,46.0,64,좋음
2021-03-12,13:16,서울,영등포구,가마산로,서울특별시 영등포구 대림동 774도,서울특별시 영등포구 신길동 4880도,15.0,44.0,48,매우좋음
2021-03-12,15:13,인천,서구,로봇랜드로,인천광역시 서구 경서동 514도,인천광역시 서구 원창동 437-27 잡,14.0,60.0,182,나쁨
2021-03-12,15:29,인천,서구,비지니스로,인천광역시 서구 경서동 920-10도,인천광역시 서구 경서동 979-5도,13.0,64.0,27,매우좋음
2021-03-12,15:37,인천,서구,청라한내로,인천광역시 서구 경서동 973-7도,인천광역시 서구 경서동 834-138도,13.0,67.0,28,매우좋음
2021-03-12,15:55,인천,서구,차오름로,인천광역시 서구 경서동 584 잡,인천광역시 서구 경서동 947-4도,14.0,64.0,42,매우좋음
2021-03-12,10:34,서울,노원구,노원로,서울특별시 노원구 상계동,서울특별시 노원구 공릉동 70-2도,14.0,52.0,9,매우좋음
2021-03-12,11:05,서울,노원구,공릉로,서울특별시 노원구 공릉동 656-2도,서울특별시 노원구 중계동 514-6도,14.0,51.0,42,매우좋음
2021-03-12,11:16,서울,노원구,덕릉로,서울특별시 노원구 상계동 770-1천,서울특별시 노원구 상계동 산156-6도,14.0,50.0,25,매우좋음
2021-03-12,11:44,서울,노원구,노해로,서울특별시 노원구 상계동 791-1천,서울특별시 노원구 상계동 719도,15.0,48.0,26,매우좋음
2021-03-12,11:53,서울,노원구,중계로,서울특별시 노원구 중계동 370도,서울특별시 노원구 하계동 산34-8도,15.0,48.0,57,좋음
2021-03-12,12:40,서울,성북구,돌곶이로,서울특별시 성북구 장위동 310-22 도,서울특별시 성북구 석관동 332-5도,15.0,44.0,35,매우좋음
2021-03-12,13:18,서울,성북구,오패산로,서울특별시 강북구 미아동 1318-1 도,서울특별시 성북구 하월곡동 67-122천,14.0,52.0,8,매우좋음
2021-03-12,14:22,서울,마포구,토정로,서울특별시 마포구 마포동 33-18도,서울특별시 마포구 합정동 139-21 잡,13.0,71.0,15,매우좋음
2021-03-12,15:31,인천,서구,승학로,인천광역시 서구 검암동 71-17 도,인천광역시 서구 가정동 571도,13.0,70.0,20,매우좋음
2021-03-12,15:47,인천,서구,탁옥로,인천광역시 서구 심곡동 354 도,인천광역시 서구 심곡동 311도,13.0,67.0,22,매우좋음
2021-03-15,10:17,경기,양주시,회정로,경기도 양주시 회정동 203-1천,경기도 양주시 고암동 119도,10.0,0.0,61,좋음
2021-03-15,10:25,경기,양주시,독바위로,경기도 양주시 덕정동 211도,경기도 양주시 옥정동 941-8도,10.0,47.0,194,나쁨
2021-03-15,11:10,경기,양주시,율정로,경기도 양주시 삼숭동 134-12답,경기도 양주시 율정동 312-18 도,12.0,52.0,60,좋음
2021-03-15,11:21,경기,양주시,옥정서로,경기도 양주시 옥정동 867-119창,경기도 양주시 옥정동 1049-8도,12.0,52.0,137,보통
2021-03-15,11:29,경기,양주시,옥정동로,경기도 양주시 옥정동 1094도,경기도 양주시 옥정동 864-1643도,12.0,51.0,150,보통
2021-03-15,11:49,경기,양주시,회천남로,경기도 양주시 옥정동 1084-4도,경기도 양주시 옥정동 820-7 답,13.0,50.0,154,나쁨
2021-03-15,12:12,경기,동두천시,정장로,경기도 동두천시 생연동 820-1 도,경기도 동두천시 생연동 224-5 도,13.0,49.0,199,나쁨
2021-03-15,12:26,경기,동두천시,강변로,경기도 동두천시 송내동 467-4 도,경기도 동두천시 하봉암동 327-38 장,14.0,48.0,46,매우좋음
2021-03-15,14:02,경기,포천시,송우로,경기도 포천시 동교동 542-2도,경기도 포천시 소흘읍 송우리 119-1 도,14.0,44.0,969,매우나쁨
2021-03-15,15:39,인천,서구,도담로,인천광역시 서구 오류동 1687 도,인천광역시 서구 오류동 1671 도,14.0,48.0,337,매우나쁨
2021-03-15,10:25,서울,마포구,월드컵북로,서울특별시 마포구 동교동 192-5도,서울특별시 마포구 상암동 655도,12.0,62.0,40,매우좋음
2021-03-15,10:43,서울,마포구,월드컵로,경기도 고양시덕양구 덕은동 269-4전,서울특별시 마포구 합정동 422도,12.0,61.0,31,매우좋음
2021-03-15,10:57,서울,마포구,독막로,서울특별시 마포구 합정동 420 도,서울특별시 마포구 도화동 293-1도,12.0,60.0,29,매우좋음
2021-03-15,11:12,서울,마포구,토정로,서울특별시 마포구 마포동 33-18도,서울특별시 마포구 합정동 139-21 잡,13.0,58.0,154,나쁨
2021-03-15,13:06,서울,마포구,양화로,서울특별시 마포구 합정동 345-1도,서울특별시 마포구 동교동 191-2도,15.0,49.0,41,매우좋음
2021-03-15,13:12,서울,마포구,신촌로,서울특별시 마포구 동교동 191-2도,서울특별시 서대문구 충정로3가 58-6 도,15.0,48.0,58,좋음
2021-03-15,13:21,서울,마포구,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,15.0,46.0,65,좋음
2021-03-15,13:26,서울,마포구,백범로,서울특별시 마포구 신공덕동 148-51 도,서울특별시 마포구 노고산동 31-123도,15.0,46.0,44,매우좋음
2021-03-15,13:34,서울,마포구,대흥로,서울특별시 마포구 대흥동 3-63도,서울특별시 마포구 용강동 495-4 제,15.0,44.0,98,좋음
2021-03-15,14:01,서울,마포구,동교로,서울특별시 마포구 연남동 222-2철,서울특별시 마포구 합정동 450-55전,16.0,45.0,90,좋음
2021-03-15,14:39,서울,마포구,성산로,서울특별시 마포구 망원동 297-2천,서울특별시 마포구 연남동 448-4천,16.0,42.0,30,매우좋음
2021-03-15,9:56,경기,부천시,벌말로,경기도 부천시 대장동 542-2 도,경기도 부천시 삼정동 9-14 도,11.0,64.0,116,보통
2021-03-15,10:07,경기,부천시,석천로,경기도 부천시 오정동 533 도,경기도 부천시 상동 497 도,12.0,59.0,121,보통
2021-03-15,10:25,경기,부천시,송내대로,경기도 부천시 송내동 280-11 도,경기도 부천시 삼정동 9-14 도,12.0,57.0,90,좋음
2021-03-15,10:46,경기,부천시,삼작로,경기도 부천시 삼정동 366 도,경기도 부천시 작동 329-35 도,13.0,53.0,124,보통
2021-03-15,12:32,경기,부천시,부천로,경기도 부천시 내동 413-3 도,경기도 부천시 심곡동 498 도,15.0,47.0,78,좋음
2021-03-15,12:49,경기,부천시,중동로,경기도 부천시 송내동 475 도,경기도 부천시 삼정동 328 도,14.0,48.0,99,좋음
2021-03-15,13:06,경기,부천시,신흥로,경기도 부천시 오정동 345-2구,경기도 부천시 심곡본동 558 도,15.0,48.0,80,좋음
2021-03-15,13:26,경기,부천시,경인로,경기도 부천시 송내동 471 도,경기도 부천시 괴안동 206-5 도,15.0,47.0,92,좋음
2021-03-15,14:10,경기,부천시,소사동로,경기도 부천시 괴안동 209-12 도,경기도 부천시 소사본동 317-89 도,15.0,45.0,109,보통
2021-03-15,14:17,경기,부천시,소사로,경기도 부천시 소사본동 332-9 도,경기도 부천시 고강동 69-3 도,16.0,44.0,79,좋음
2021-03-15,15:28,경기,부천시,역곡로,경기도 부천시 고강동 11-49 도,경기도 부천시 역곡동 252-5 도,16.0,43.0,76,좋음
2021-03-15,15:46,경기,부천시,안곡로,경기도 부천시 역곡동 194-1도,경기도 부천시 괴안동 209-3 도,16.0,44.0,72,좋음
2021-03-15,10:10,경기,고양시 일산서구,가좌로,경기도 고양시일산서구 가좌동 867-7도,경기도 고양시일산서구 가좌동 143-6도,9.0,95.0,4,매우좋음
2021-03-15,10:36,경기,고양시 일산서구,탄중로,경기도 고양시일산서구 대화동 2350도,경기도 고양시일산서구 탄현동 1621도,12.0,78.0,11,매우좋음
2021-03-15,10:46,경기,고양시 일산동구,탄중로,경기도 고양시일산동구 중산동 1609도,경기도 고양시일산동구 중산동 1628도,12.0,74.0,20,매우좋음
2021-03-15,11:21,경기,고양시 일산서구,덕이로,경기도 고양시일산서구 덕이동 1476-2 도,경기도 고양시일산서구 덕이동 219-20구,14.0,66.0,20,매우좋음
2021-03-15,11:34,경기,고양시 일산서구,주화로,경기도 고양시일산서구 대화동 2428도,경기도 고양시일산서구 주엽동 167도,14.0,64.0,51,좋음
2021-03-15,11:52,경기,고양시 일산서구,월드고양로,경기도 고양시일산동구 장항동 1592 전,경기도 고양시일산서구 대화동 2732 도,14.0,,176,나쁨
2021-03-15,12:12,경기,고양시 일산동구,일산로,경기도 고양시일산동구 백석동 1508도,경기도 고양시일산동구 정발산동 1486도,14.0,61.0,16,매우좋음
2021-03-15,12:45,경기,고양시 일산동구,강송로,경기도 고양시일산동구 백석동 1540-1 도,경기도 고양시일산동구 마두동 1062도,15.0,59.0,36,매우좋음
2021-03-15,13:12,경기,고양시 덕양구,중앙로,경기도 고양시덕양구 내곡동 170-2 도,경기도 고양시덕양구 덕은동 561구,15.0,56.0,69,좋음
2021-03-15,13:37,경기,고양시 덕양구,화랑로,경기도 고양시덕양구 화전동 229-33답,경기도 고양시덕양구 동산동 159-3 도,16.0,48.0,91,좋음
2021-03-15,14:10,경기,고양시 덕양구,신원2로,경기도 고양시덕양구 신원동 671 도,경기도 고양시덕양구 신원동 673-8도,15.0,50.0,162,나쁨
2021-03-15,15:29,경기,고양시 덕양구,호국로,경기도 고양시덕양구 벽제동 4-27 도,경기도 고양시덕양구 행주외동,16.0,47.0,35,매우좋음
2021-03-15,10:22,경기,안산시 단원구,원선로,경기도 안산시단원구 원곡동 993-7도,경기도 안산시단원구 선부동 955도,12.0,69.0,192,나쁨
2021-03-15,10:43,경기,안산시 단원구,순환로,경기도 안산시단원구 와동 268-1도,경기도 안산시단원구 선부동 1166-3 도,13.0,68.0,108,보통
2021-03-15,11:43,경기,시흥시,인선길,경기도 시흥시 장곡동 262-4전,경기도 시흥시 장곡동 496-6도,14.0,59.0,317,매우나쁨
2021-03-15,11:52,경기,시흥시,시청로,경기도 시흥시 광석동 386-1도,경기도 시흥시 장현동 105도,14.0,60.0,238,매우나쁨
2021-03-15,11:55,경기,시흥시,시흥대로,경기도 시흥시 신천동 809도,경기도 시흥시 군자동 산42-3임,14.0,59.0,73,좋음
2021-03-15,12:16,경기,시흥시,관곡지로,경기도 시흥시 하중동 377-5도,경기도 시흥시 하상동 307-4도,15.0,58.0,766,매우나쁨
2021-03-15,13:05,경기,시흥시,계수로,경기도 시흥시 과림동 79-4도,경기도 시흥시 계수동 747-19도,16.0,53.0,96,좋음
2021-03-15,13:29,경기,시흥시,월곶중앙로14번길,경기도 시흥시 월곶동 1026도,경기도 시흥시 월곶동 1022도,15.0,55.0,226,매우나쁨
2021-03-15,13:35,경기,시흥시,월곶중앙로,경기도 시흥시 월곶동 1030도,경기도 시흥시 월곶동 1054도,15.0,58.0,250,매우나쁨
2021-03-15,14:17,인천,연수구,송도교육로,인천광역시 연수구 송도동 271 도,인천광역시 연수구 송도동 271 도,15.0,56.0,40,매우좋음
2021-03-15,14:41,인천,연수구,능허대로,인천광역시 연수구 동춘동 958 도,인천광역시 연수구 옥련동 605-1도,16.0,54.0,61,좋음
2021-03-15,15:08,인천,남동구,담방로,인천광역시 남동구 장수동 681-2도,인천광역시 남동구 만수동 1070도,16.0,52.0,33,매우좋음
2021-03-15,11:08,경기,군포시,호수로,경기도 군포시 둔대동 산109-3 임,경기도 군포시 대야미동 10-1도,13.0,68.0,744,매우나쁨
2021-03-15,11:28,경기,군포시,오금로,경기도 군포시 금정동 902도,경기도 군포시 금정동 891도,13.0,67.0,174,나쁨
2021-03-15,11:37,경기,군포시,번영로,경기도 군포시 금정동 820도,경기도 군포시 부곡동 1165 도,13.0,65.0,63,좋음
2021-03-15,13:03,경기,군포시,공단로140번길,경기도 군포시 당정동 174-13 장,경기도 군포시 당동 23-2 천,15.0,56.0,432,매우나쁨
2021-03-15,13:11,경기,군포시,공단로,경기도 군포시 당정동 908-10천,경기도 군포시 산본동 1037 도,15.0,55.0,163,나쁨
2021-03-15,13:22,경기,군포시,엘에스로,경기도 안양시동안구 호계동 1020-1도,경기도 군포시 산본동 1037 도,16.0,52.0,95,좋음
2021-03-15,13:48,경기,과천시,교육원로,경기도 과천시 중앙동 64도,경기도 과천시 중앙동 61도,15.0,54.0,693,매우나쁨
2021-03-15,14:20,서울,금천구,은행나무로,서울특별시 금천구 시흥동 1000-92도,서울특별시 금천구 시흥동 1000-124도,17.0,46.0,58,좋음
2021-03-15,14:39,서울,금천구,가산디지털2로,서울특별시 금천구 가산동 338-10도,서울특별시 금천구 가산동 481-12 도,17.0,45.0,103,보통
2021-03-15,15:31,인천,서구,원석로,인천광역시 서구 가좌동 597도,인천광역시 서구 원창동 211-4제,14.0,64.0,352,매우나쁨
2021-03-16,10:26,경기,광주시,태재로,경기도 광주시 오포읍 신현리 산116-2임,경기도 광주시 오포읍 능평리 59-1도,9.0,39.0,223,매우나쁨
2021-03-16,10:57,경기,광주시,포돌이로,경기도 광주시 탄벌동 505-7 도,경기도 광주시 탄벌동 54-4천,10.0,34.0,224,매우나쁨
2021-03-16,11:03,경기,광주시,경안로,경기도 광주시 경안동 129-3 도,경기도 광주시 경안동 20-60도,10.0,34.0,482,매우나쁨
2021-03-16,11:13,경기,광주시,광주대로,경기도 광주시 역동 27-46도,경기도 광주시 송정동 529도,11.0,34.0,134,보통
2021-03-16,11:20,경기,광주시,회안대로,경기도 광주시 남한산성면 엄미리 산83-3임,경기도 광주시 오포읍 매산리 223-6임,11.0,34.0,132,보통
2021-03-16,11:29,경기,광주시,파발로,경기도 광주시 탄벌동 17-7 도,경기도 광주시 역동 28-21 천,11.0,33.0,173,나쁨
2021-03-16,11:36,경기,광주시,경안천로,경기도 광주시 송정동 62-1 도,경기도 광주시 초월읍 무갑리 625-4 도,12.0,33.0,20,매우좋음
2021-03-16,11:50,경기,광주시,경충대로,경기도 광주시 삼동 산92임,경기도 광주시 곤지암읍 신촌리 144도,12.0,32.0,46,매우좋음
2021-03-16,12:11,경기,광주시,광여로,경기도 광주시 곤지암읍 곤지암리 339-1 도,경기도 광주시 곤지암읍 건업리 산11-9임,12.0,32.0,47,매우좋음
2021-03-16,13:27,경기,이천시,경충대로,경기도 이천시 장호원읍 진암리 703 도,경기도 이천시 신둔면 수광리 산 63 도,15.0,29.0,128,보통
2021-03-16,13:42,경기,이천시,이섭대천로,경기도 이천시 증포동 14-2 도,경기도 이천시 호법면 매곡리 558-2 도,15.0,29.0,58,좋음
2021-03-16,14:02,경기,이천시,프리미엄아울렛로,경기도 이천시 호법면 단천리 711 천,경기도 이천시 마장면 표교리 542 답,14.0,32.0,133,보통
2021-03-16,14:20,경기,이천시,남정로,경기도 이천시 신둔면 수광리 716 도,경기도 이천시 신둔면 남정리 산14-3 도,15.0,28.0,24,매우좋음
2021-03-16,14:29,경기,이천시,증신로,경기도 이천시 신둔면 도암리 352-12 도,경기도 이천시 안흥동 159 도,15.0,29.0,45,매우좋음
2021-03-16,14:50,경기,이천시,구만리로,경기도 이천시 부발읍 마암리 446 도,경기도 이천시 증일동 89-9 도,15.0,30.0,64,좋음
2021-03-16,15:09,경기,이천시,애련정로,경기도 이천시 증포동 157-9 도,경기도 이천시 안흥동 172-1 도,15.0,30.0,88,좋음
2021-03-16,15:50,경기,이천시,서동대로,경기도 이천시 장호원읍 장호원리 357 천,경기도 이천시 설성면 행죽리 662-5 구,13.0,36.0,116,보통
2021-03-16,10:39,경기,양주시,삼육사로,경기도 양주시 남면 구암리 40-5 도,경기도 양주시 은현면 봉암리 196-8 도,9.0,39.0,136,보통
2021-03-16,11:01,경기,양주시,감악산로,경기도 양주시 남면 신암리 산 90-4 도,경기도 양주시 남면 상수리 312-4 도,9.0,39.0,598,매우나쁨
2021-03-16,11:19,경기,양주시,광적로,경기도 양주시 광적면 덕도리 산 132-1 도,경기도 양주시 광적면 가납리 679-6 도,10.0,33.0,137,보통
2021-03-16,11:24,경기,양주시,백은로,경기도 양주시 백석읍 연곡리 19-16 도,경기도 양주시 은현면 운암리 495-20도,10.0,34.0,76,좋음
2021-03-16,11:35,경기,양주시,고릉말로,경기도 양주시 백석읍 방성리 101-1도,경기도 양주시 백석읍 오산리 20-4전,10.0,33.0,1224,매우나쁨
2021-03-16,11:44,경기,양주시,중앙로,경기도 양주시 백석읍 오산리 653-12 구,경기도 양주시 백석읍 방성리 538-1도,10.0,34.0,304,매우나쁨
2021-03-16,12:20,경기,의정부시,민락로,경기도 의정부시 용현동 65-7도,경기도 의정부시 자일동 산48-5임,12.0,31.0,360,매우나쁨
2021-03-16,12:34,경기,의정부시,호국로,경기도 의정부시 자일동 산44-5도,경기도 양주시 장흥면 울대리 산46-2구,12.0,29.0,196,나쁨
2021-03-16,13:05,경기,의정부시,신흥로,경기도 의정부시 가능동 816 도,경기도 의정부시 호원동 440-4도,13.0,28.0,827,매우나쁨
2021-03-16,13:24,경기,의정부시,경의로,경기도 의정부시 의정부동 616도,경기도 의정부시 신곡동 748-1도,13.0,28.0,105,보통
2021-03-16,13:31,경기,의정부시,장곡로,경기도 의정부시 신곡동 813-22도,경기도 의정부시 장암동 142-10잡,13.0,28.0,191,나쁨
2021-03-16,14:10,경기,의정부시,평화로,경기도 의정부시 호원동 196도,경기도 의정부시 녹양동 14-2대,15.0,25.0,233,매우나쁨
2021-03-16,14:34,경기,의정부시,서부로,경기도 의정부시 녹양동 107-37 도,경기도 의정부시 호원동 218-18 도,14.0,23.0,70,좋음
2021-03-16,14:47,경기,의정부시,시민로,경기도 의정부시 의정부동 617도,경기도 의정부시 용현동 65-7도,14.0,,142,보통
2021-03-16,15:06,경기,의정부시,동일로,경기도 의정부시 장암동 385-25 도,경기도 의정부시 녹양동 8-7천,14.0,27.0,176,나쁨
2021-03-16,10:16,서울,성북구,보국문로,서울특별시 성북구 정릉동 산1-1임,서울특별시 성북구 정릉동 966-1천,10.0,39.0,168,나쁨
2021-03-16,10:27,서울,성북구,솔샘로,서울특별시 성북구 정릉동 산87-302임,서울특별시 성북구 정릉동 239-23 도,10.0,39.0,49,매우좋음
2021-03-16,10:34,서울,강북구,솔샘로,서울특별시 강북구 미아동 1353-13 공,서울특별시 강북구 미아동 231도,9.0,36.0,138,보통
2021-03-16,10:47,서울,강북구,도봉로,서울특별시 강북구 미아동 864-37도,서울특별시 강북구 미아동 14-2도,10.0,32.0,101,보통
2021-03-16,11:01,서울,강북구,덕릉로,서울특별시 강북구 수유동 453-1도,서울특별시 강북구 번동 655-7천,11.0,32.0,136,보통
2021-03-16,11:17,서울,강북구,노해로,서울특별시 강북구 번동 386-16도,서울특별시 강북구 수유동 650-31천,10.0,32.0,275,매우나쁨
2021-03-16,11:34,서울,강북구,삼양로,서울특별시 강북구 우이동 207-16 도,서울특별시 성북구 길음동 586-44도,12.0,30.0,365,매우나쁨
2021-03-16,12:01,서울,강북구,인수봉로,서울특별시 강북구 미아동 1354-12 도,서울특별시 강북구 수유동 565-1도,11.0,30.0,187,나쁨
2021-03-16,12:11,서울,강북구,한천로,서울특별시 강북구 수유동 279-7 도,서울특별시 강북구 번동 612-3천,12.0,29.0,168,나쁨
2021-03-16,12:26,서울,성북구,한천로,서울특별시 성북구 장위동 311-42 천,서울특별시 성북구 석관동 43-1도,13.0,29.0,99,좋음
2021-03-16,12:45,서울,성북구,화랑로,서울특별시 성북구 석관동 375천,서울특별시 성북구 장위동 2-2도,12.0,29.0,63,좋음
2021-03-16,12:55,서울,성북구,정릉로,서울특별시 성북구 하월곡동 104-134 천,서울특별시 성북구 정릉동 산87-1 임,13.0,28.0,42,매우좋음
2021-03-16,13:07,서울,성북구,아리랑로,서울특별시 성북구 정릉동 153-1천,서울특별시 성북구 동소문동6가 116-6 도,14.0,26.0,108,보통
2021-03-16,13:23,서울,성북구,성북로,서울특별시 성북구 성북동1가 50-3도,서울특별시 성북구 성북동 330-125 도,14.0,28.0,122,보통
2021-03-16,13:37,서울,성북구,동소문로,서울특별시 성북구 성북동1가 50-3도,서울특별시 성북구 길음동 14-1도,14.0,28.0,88,좋음
2021-03-16,13:48,서울,성북구,월계로,서울특별시 성북구 하월곡동 200도,서울특별시 강북구 번동 31 도,14.0,27.0,93,좋음
2021-03-16,14:11,서울,성북구,종암로,서울특별시 성북구 종암동 29-18도,서울특별시 성북구 하월곡동 200도,14.0,29.0,74,좋음
2021-03-16,14:19,서울,성북구,오패산로,서울특별시 강북구 미아동 1318-1 도,서울특별시 성북구 하월곡동 67-122천,14.0,28.0,86,좋음
2021-03-16,14:29,서울,성북구,안암로,서울특별시 성북구 종암동 29-18도,서울특별시 동대문구 신설동 397-2 도,15.0,28.0,132,보통
2021-03-16,14:33,서울,성북구,보문로,서울특별시 성북구 보문동7가 119-1도,서울특별시 성북구 동소문동5가 50-25도,14.0,29.0,117,보통
2021-03-16,15:05,서울,성북구,돌곶이로,서울특별시 성북구 장위동 310-22 도,서울특별시 성북구 석관동 332-5도,14.0,28.0,125,보통
2021-03-16,15:32,서울,성북구,인촌로,서울특별시 성북구 보문동1가 127-1 도,서울특별시 성북구 안암동5가 1-10도,13.0,28.0,224,매우나쁨
2021-03-16,10:02,경기,파주시,숲속노을로,경기도 파주시 동패동 606-4 도,경기도 파주시 문발동 623도,8.0,52.0,527,매우나쁨
2021-03-16,10:44,경기,파주시,중앙로,경기도 파주시 금촌동 329-10대,경기도 파주시 조리읍 등원리 294-6도,10.0,39.0,480,매우나쁨
2021-03-16,11:22,경기,파주시,돈유3로,경기도 파주시 문산읍 선유리 1381 도,경기도 파주시 문산읍 선유리 1373-14 장,10.0,36.0,570,매우나쁨
2021-03-16,11:24,경기,파주시,돈유2로,경기도 파주시 문산읍 선유리 1385 도,경기도 파주시 문산읍 선유리 1381 도,10.0,35.0,753,매우나쁨
2021-03-16,12:23,경기,파주시,헤이리로,경기도 파주시 탄현면 금산리 35-1도,경기도 파주시 탄현면 성동리 639도,11.0,31.0,1792,매우나쁨
2021-03-16,12:38,경기,파주시,약산로,경기도 파주시 탄현면 법흥리 1603도,경기도 파주시 탄현면 법흥리 1603도,11.0,33.0,496,매우나쁨
2021-03-16,13:48,인천,강화군,강화대로,경기도 김포시 월곶면 성동리,인천광역시 강화군 하점면 신봉리 50-6 전,12.0,30.0,423,매우나쁨
2021-03-16,14:23,경기,김포시,마송1로,경기도 김포시 통진읍 마송리 592 도,경기도 김포시 통진읍 마송리 592 도,13.0,27.0,1329,매우나쁨
2021-03-16,14:31,경기,김포시,마송로,경기도 김포시 통진읍 마송리 159-37 임,경기도 김포시 통진읍 마송리 592-9도,13.0,28.0,1236,매우나쁨
2021-03-16,14:48,경기,김포시,양곡4로,경기도 김포시 구래동 5403도,경기도 김포시 양촌읍 양곡리 1503 도,13.0,28.0,620,매우나쁨
2021-03-16,15:02,경기,김포시,김포한강8로,경기도 김포시 구래동 6900도,경기도 김포시 마산동 692도,13.0,29.0,215,매우나쁨
2021-03-16,15:37,경기,김포시,돌문로,경기도 김포시 사우동 186-20도,경기도 김포시 사우동 838-45도,13.0,25.0,834,매우나쁨
2021-03-16,15:49,경기,김포시,김포대로,경기도 김포시 고촌읍 전호리 328-11구,경기도 김포시 월곶면 포내리 5-1도,13.0,39.0,122,보통
2021-03-16,16:20,경기,김포시,아라육로58번길,경기도 김포시 고촌읍 전호리 755 도,경기도 김포시 고촌읍 전호리 755 도,11.0,48.0,707,매우나쁨
2021-03-17,10:13,서울,광진구,아차산로,서울특별시 광진구 광장동 2-6임,서울특별시 광진구 자양동 23-11구,8.0,43.0,36,매우좋음
2021-03-17,10:32,서울,광진구,능동로,서울특별시 광진구 자양동 71-2제,서울특별시 광진구 중곡동 298-1 도,9.0,41.0,42,매우좋음
2021-03-17,10:42,서울,광진구,용마산로,서울특별시 광진구 중곡동 606-1 도,서울특별시 광진구 중곡동 272-14 도,9.0,41.0,53,좋음
2021-03-17,10:54,서울,광진구,긴고랑로,서울특별시 광진구 중곡동 263-1 도,서울특별시 광진구 중곡동 143-146 공,10.0,40.0,286,매우나쁨
2021-03-17,11:09,서울,광진구,동일로,서울특별시 광진구 중곡동 587-1도,서울특별시 광진구 중곡동 263-1 도,12.0,38.0,48,매우좋음
2021-03-17,11:33,서울,광진구,뚝섬로,서울특별시 광진구 자양동 203-22 도,서울특별시 광진구 구의동 607 도,12.0,37.0,84,좋음
2021-03-17,11:56,서울,광진구,구의강변로,서울특별시 광진구 구의동 200-10 도,서울특별시 광진구 구의동 625-4도,11.0,39.0,163,나쁨
2021-03-17,12:10,서울,광진구,자양로,서울특별시 광진구 자양동 753-2도,서울특별시 광진구 구의동 84-2도,13.0,36.0,73,좋음
2021-03-17,12:27,서울,광진구,천호대로,서울특별시 광진구 중곡동 680-16제,서울특별시 광진구 광장동 557-1천,13.0,35.0,46,매우좋음
2021-03-17,12:42,서울,광진구,광나루로,서울특별시 광진구 구의동 562천,서울특별시 광진구 군자동 355-9 도,13.0,35.0,42,매우좋음
2021-03-17,12:53,서울,성동구,광나루로,서울특별시 성동구 성수동2가 280-49도,서울특별시 성동구 성수동1가 685-372도,14.0,34.0,32,매우좋음
2021-03-17,13:05,서울,성동구,독서당로,서울특별시 성동구 옥수동 460-23 도,서울특별시 성동구 행당동 128-511 도,13.0,33.0,27,매우좋음
2021-03-17,13:14,서울,성동구,고산자로,서울특별시 성동구 성수동1가 701-1천,서울특별시 성동구 마장동 610-10천,14.0,33.0,28,매우좋음
2021-03-17,13:21,서울,성동구,살곶이길,서울특별시 성동구 마장동 474-28도,서울특별시 성동구 행당동 19-72 도,14.0,32.0,93,좋음
2021-03-17,14:14,서울,성동구,마장로,서울특별시 성동구 용답동 127도,서울특별시 성동구 상왕십리동 186-2도,16.0,30.0,160,나쁨
2021-03-17,14:25,서울,성동구,난계로,서울특별시 성동구 하왕십리동 999-275 도,서울특별시 성동구 금호동1가 617-14구,16.0,30.0,47,매우좋음
2021-03-17,14:39,서울,성동구,행당로,서울특별시 성동구 금호동1가 122-1도,서울특별시 성동구 행당동 318-1 도,16.0,30.0,75,좋음
2021-03-17,14:54,서울,성동구,왕십리로,서울특별시 중구 신당동 433-1도,서울특별시 성동구 성수동1가 511-2 도,17.0,29.0,89,좋음
2021-03-17,15:18,서울,성동구,동일로,서울특별시 성동구 성수동2가,서울특별시 광진구 군자동 177-12 도,17.0,28.0,25,매우좋음
2021-03-17,15:27,서울,성동구,천호대로,서울특별시 광진구 중곡동 661 천,서울특별시 동대문구 신설동 85-1도,17.0,28.0,21,매우좋음
2021-03-17,10:35,경기,의정부시,체육로,경기도 의정부시 녹양동 102-9 도,경기도 의정부시 가능동 340-15잡,9.0,46.0,156,나쁨
2021-03-17,10:43,경기,의정부시,비우로,경기도 의정부시 가능동 378-2잡,경기도 의정부시 가능동 93-8 도,9.0,45.0,121,보통
2021-03-17,10:51,경기,의정부시,의정로,경기도 의정부시 가능동 341-5 도,경기도 의정부시 의정부동 617도,10.0,44.0,278,매우나쁨
